processo_numero;processo_ocorrencia 
8003772420;Não há Ocorrência para essa Solicitação
8003771618;Não há Ocorrência para essa Solicitação
8003770316;Imoveis com Danos/Risco
8003770316;Tombamento de Arvores
8003769019;Não há Ocorrência para essa Solicitação
8003768916;Tombamento de Arvores
8003767719;Não há Ocorrência para essa Solicitação
8003766616;Imoveis com Danos/Risco
8003764316;Arvores em Risco
8003762016;Tombamento de Arvores
8003762016;Imoveis com Danos/Risco
8003760816;Deslizamentos de Barreiras
8003758316;Não há Ocorrência para essa Solicitação
8003755416;Arvores em Risco
8003753116;Tombamento de Arvores
8003751916;Deslizamentos de Barreiras
8003749416;Não há Ocorrência para essa Solicitação
8003747116;Imoveis com Danos/Risco
8003745916;Arvores em Risco
8003745319;Arvores em Risco
8003745319;Muro com Danos
8003745319;Imoveis com Danos/Risco
8003744415;Deslizamentos de Barreiras
8003743616;Imoveis com Danos/Risco
8003741819;Não há Ocorrência para essa Solicitação
8003741316;Não há Ocorrência para essa Solicitação
8003739916;Imoveis com Danos/Risco
8003739916;Arvores em Risco
8003738719;Não há Ocorrência para essa Solicitação
8003737616;Arvores em Risco
8003736419;Imoveis com Danos/Risco
8003735316;Não há Ocorrência para essa Solicitação
8003733016;Não há Ocorrência para essa Solicitação
8003732919;Imoveis com Danos/Risco
8003731816;Arvores em Risco
8003730619;Imoveis com Danos/Risco
8003729316;Não há Ocorrência para essa Solicitação
8003727917;Não há Ocorrência para essa Solicitação
8003727519;Não há Ocorrência para essa Solicitação
8003727016;Não há Ocorrência para essa Solicitação
8003725816;Arvores em Risco
8003725620;Imoveis com Danos/Risco
8003725219;Não há Ocorrência para essa Solicitação
8003723516;Não há Ocorrência para essa Solicitação
8003723019;Não há Ocorrência para essa Solicitação
8003721719;Não há Ocorrência para essa Solicitação
8003721216;Arvores em Risco
8003719816;Arvores em Risco
8003719219;Não há Ocorrência para essa Solicitação
8003717516;Tombamento de Arvores
8003717019;Não há Ocorrência para essa Solicitação
8003715719;Não há Ocorrência para essa Solicitação
8003715216;Imoveis com Danos/Risco
8003715216;Desabamento Parcial Imoveis
8003714420;Desabamento Total de Obras de Contencao/Drenagem
8003713419;Não há Ocorrência para essa Solicitação
8003713016;Imoveis com Danos/Risco
8003711716;Não há Ocorrência para essa Solicitação
8003711119;Não há Ocorrência para essa Solicitação
8003709719;Não há Ocorrência para essa Solicitação
8003709216;Não há Ocorrência para essa Solicitação
8003707419;Não há Ocorrência para essa Solicitação
8003707016;Arvores em Risco
8003705716;Não há Ocorrência para essa Solicitação
8003704519;Não há Ocorrência para essa Solicitação
8003703416;Imoveis com Danos/Risco
8003702219;Não há Ocorrência para essa Solicitação
8003701116;Alagamentos
8003700019;Não há Ocorrência para essa Solicitação
8003699716;Desabamento Parcial Imoveis
8003699716;Imoveis com Danos/Risco
8003697919;Não há Ocorrência para essa Solicitação
8003697416;Imoveis com Danos/Risco
8003695619;Não há Ocorrência para essa Solicitação
8003695116;Desabamento Parcial Imoveis
8003695116;Tombamento de Arvores
8003693916;Não há Ocorrência para essa Solicitação
8003693319;Não há Ocorrência para essa Solicitação
8003692017;Imoveis com Danos/Risco
8003691616;Não há Ocorrência para essa Solicitação
8003691019;Não há Ocorrência para essa Solicitação
8003689619;Não há Ocorrência para essa Solicitação
8003688516;Arvores em Risco
8003688516;Não há Ocorrência para essa Solicitação
8003686216;Desabamento Parcial de Obras de Contencao/Drenagem
8003684419;Deslizamentos de Barreiras
8003684016;Imoveis com Danos/Risco
8003684016;Tombamento de Arvores
8003682716;Desabamento Parcial Imoveis
8003681519;Muro com Danos
8003680416;Não há Ocorrência para essa Solicitação
8003678016;Não há Ocorrência para essa Solicitação
8003676716;Tombamento de Arvores
8003674416;Tombamento de Arvores
8003674220;Imoveis com Danos/Risco
8003673219;Não há Ocorrência para essa Solicitação
8003672116;Não há Ocorrência para essa Solicitação
8003670916;Arvores em Risco
8003668416;Não há Ocorrência para essa Solicitação
8003666116;Não há Ocorrência para essa Solicitação
8003664916;Não há Ocorrência para essa Solicitação
8003662616;Arvores em Risco
8003660316;Arvores em Risco
8003659715;Deslizamentos de Barreiras
8003658916;Arvores em Risco
8003656616;Arvores em Risco
8003654316;Arvores em Risco
8003654117;Imoveis com Danos/Risco
8003652016;Arvores em Risco
8003650816;Arvores em Risco
8003648316;Arvores em Risco
8003646519;Não há Ocorrência para essa Solicitação
8003646016;Arvores em Risco
8003644816;Arvores em Risco
8003642516;Tombamento de Arvores
8003642516;Deslizamentos de Barreiras
8003642320;Não há Ocorrência para essa Solicitação
8003640216;Não há Ocorrência para essa Solicitação
8003638816;Arvores em Risco
8003636516;Postes em Risco
8003635720;Não há Ocorrência para essa Solicitação
8003634216;Não há Ocorrência para essa Solicitação
8003631819;Não há Ocorrência para essa Solicitação
8003627420;Imoveis com Danos/Risco
8003626817;Não há Ocorrência para essa Solicitação
8003625316;Desabamento Parcial Imoveis
8003624517;Imoveis com Danos/Risco
8003623016;Imoveis com Danos/Risco
8003622217;Arvores em Risco
8003621816;Arvores em Risco
8003621219;Não há Ocorrência para essa Solicitação
8003619316;Tombamento de Arvores
8003619120;Não há Ocorrência para essa Solicitação
8003617016;Arvores em Risco
8003615816;Não há Ocorrência para essa Solicitação
8003614315;Deslizamentos de Barreiras
8003614020;Não há Ocorrência para essa Solicitação
8003613516;Não há Ocorrência para essa Solicitação
8003610616;Não há Ocorrência para essa Solicitação
8003610417;Imoveis com Danos/Risco
8003608116;Não há Ocorrência para essa Solicitação
8003606916;Arvores em Risco
8003606015;Imoveis com Danos/Risco
8003604616;Não há Ocorrência para essa Solicitação
8003602316;Arvores em Risco
8003600016;Não há Ocorrência para essa Solicitação
8003598616;Arvores em Risco
8003596316;Tombamento de Arvores
8003596117;Não há Ocorrência para essa Solicitação
8003594215;Incendios
8003594016;Arvores em Risco
8003592816;Não há Ocorrência para essa Solicitação
8003591315;Deslizamentos de Barreiras
8003590516;Não há Ocorrência para essa Solicitação
8003587416;Não há Ocorrência para essa Solicitação
8003586620;Imoveis com Danos/Risco
8003585116;Não há Ocorrência para essa Solicitação
8003582216;Imoveis Alagados
8003580115;Não há Ocorrência para essa Solicitação
8003579116;Invasao de Terreno de Auxilio Moradia
8003577916;Não há Ocorrência para essa Solicitação
8003575616;Não há Ocorrência para essa Solicitação
8003573018;Não há Ocorrência para essa Solicitação
8003572716;Não há Ocorrência para essa Solicitação
8003569616;Não há Ocorrência para essa Solicitação
8003566716;Não há Ocorrência para essa Solicitação
8003562315;Não há Ocorrência para essa Solicitação
8003562116;Não há Ocorrência para essa Solicitação
8003559215;Não há Ocorrência para essa Solicitação
8003542920;Não há Ocorrência para essa Solicitação
8003541416;Não há Ocorrência para essa Solicitação
8003533619;Não há Ocorrência para essa Solicitação
8003520915;Não há Ocorrência para essa Solicitação
8003517218;Não há Ocorrência para essa Solicitação
8003516115;Não há Ocorrência para essa Solicitação
8003516016;Invasao de Terreno de Auxilio Moradia
8003515819;Imoveis com Danos/Risco
8003512615;Deslizamentos de Barreiras
8003507016;Não há Ocorrência para essa Solicitação
8003503516;Não há Ocorrência para essa Solicitação
8003497715;Não há Ocorrência para essa Solicitação
8003489415;Não há Ocorrência para essa Solicitação
8003485119;Não há Ocorrência para essa Solicitação
8003484215;Invasao de Terreno de Auxilio Moradia
8003478917;Não há Ocorrência para essa Solicitação
8003471815;Não há Ocorrência para essa Solicitação
8003462318;Não há Ocorrência para essa Solicitação
8003455917;Imoveis com Danos/Risco
8003446818;Não há Ocorrência para essa Solicitação
8003431018;Arvores em Risco
8003419018;Não há Ocorrência para essa Solicitação
8003416317;Imoveis com Danos/Risco
8003397917;Não há Ocorrência para essa Solicitação
8003392916;Arvores em Risco
8003389617;Invasao de Terreno de Auxilio Moradia
8003380016;Imoveis com Danos/Risco
8003375318;Não há Ocorrência para essa Solicitação
8003373018;Não há Ocorrência para essa Solicitação
8003368215;Não há Ocorrência para essa Solicitação
8003362415;Não há Ocorrência para essa Solicitação
8003359315;Invasao de Terreno de Auxilio Moradia
8003357319;Invasao de Terreno de Auxilio Moradia
8003344217;Não há Ocorrência para essa Solicitação
8003331115;Invasao de Terreno de Auxilio Moradia
8003331016;Invasao de Terreno de Auxilio Moradia
8003315615;Invasao de Terreno de Auxilio Moradia
8003313116;Não há Ocorrência para essa Solicitação
8003292018;Não há Ocorrência para essa Solicitação
8003287016;Imoveis com Danos/Risco
8003285816;Não há Ocorrência para essa Solicitação
8003284315;Não há Ocorrência para essa Solicitação
8003283317;Imoveis com Danos/Risco
8003282319;Não há Ocorrência para essa Solicitação
8003277516;Não há Ocorrência para essa Solicitação
8003263018;Imoveis com Danos/Risco
8003259318;Não há Ocorrência para essa Solicitação
8003254317;Não há Ocorrência para essa Solicitação
8003250618;Não há Ocorrência para essa Solicitação
8003250016;Não há Ocorrência para essa Solicitação
8003247916;Não há Ocorrência para essa Solicitação
8003233418;Não há Ocorrência para essa Solicitação
8003233015;Não há Ocorrência para essa Solicitação
8003228018;Não há Ocorrência para essa Solicitação
8003223918;Não há Ocorrência para essa Solicitação
8003214819;Não há Ocorrência para essa Solicitação
8003213517;Imoveis com Danos/Risco
8003212016;Imoveis com Danos/Risco
8003206016;Desabamento Parcial de Obras de Contencao/Drenagem
8003192016;Invasao de Terreno de Auxilio Moradia
8003179120;Não há Ocorrência para essa Solicitação
8003175620;Não há Ocorrência para essa Solicitação
8003172720;Não há Ocorrência para essa Solicitação
8003171918;Não há Ocorrência para essa Solicitação
8003166916;Não há Ocorrência para essa Solicitação
8003165918;Não há Ocorrência para essa Solicitação
8003164815;Invasao de Terreno de Auxilio Moradia
8003164616;Não há Ocorrência para essa Solicitação
8003148718;Não há Ocorrência para essa Solicitação
8003146015;Imoveis com Danos/Risco
8003142216;Imoveis com Danos/Risco
8003139017;Deslizamentos de Barreiras
8003132520;Não há Ocorrência para essa Solicitação
8003130018;Imoveis com Danos/Risco
8003128115;Não há Ocorrência para essa Solicitação
8003127018;Imoveis com Danos/Risco
8003120916;Deslizamentos de Barreiras
8003119917;Imoveis com Danos/Risco
8003114015;Não há Ocorrência para essa Solicitação
8003098120;Imoveis com Danos/Risco
8003094816;Invasao de Terreno de Auxilio Moradia
8003080520;Não há Ocorrência para essa Solicitação
8003076820;Imoveis com Danos/Risco
8003058017;Não há Ocorrência para essa Solicitação
8003057019;Imoveis com Danos/Risco
8003051520;Imoveis com Danos/Risco
8003048420;Não há Ocorrência para essa Solicitação
8003037919;Não há Ocorrência para essa Solicitação
8003037220;Não há Ocorrência para essa Solicitação
8003032216;Não há Ocorrência para essa Solicitação
8003030016;Imoveis com Danos/Risco
8003020220;Tombamento de Arvores
8003018016;Muro com Danos
8003014220;Imoveis com Danos/Risco
8003012116;Não há Ocorrência para essa Solicitação
